"time","file","row","column","references","code"
"136","AddressSearchDebtsConverterTests.swift","32","7","11","instance method testConverterWithInitData()"
"136","RiskProfileIncommingChatCell.swift","48","15","24","instance method setupConstraints()"
"136","LoanMainProcessUriTransitionManager.swift","48","14","17","instance method transition(byUri:completionBlock:)"
"136","WelfareHistorySelectWidgetFabricTests.swift","90","7","25","instance method testServiceWitSelectedHistory()"
"136","NewCardViewController.swift","204","13","11","instance method keyboardNotification(_:)"
"136","WelfareSheetSelectWidgetServiceTests.swift","75","7","25","instance method testDefaultSelectedValue()"
"136","WelfareSelectWidgetService.swift","42","15","25","instance method fillItems(for:)"
"136","AdditionalOptionStrategyTests.swift","67","7","25","instance method testStrategyFindValue()"
"135","GetMessageHistoryPushKitAPITests.swift","15","23","2","getter pushes"
"135","ConverterCurrencyConcretizerTests.swift","92","7","20","instance method testCurrenciesListWhenSnapshotNotEmptyAnd12CurrenciesDisabled()"
"135","KPPDropDownCell.swift","21","34","24","(closure)"
"135","ISZScreenSectionInfoTests.swift","70","7","22","instance method testParseEmptyData()"
"135","KnifeSwitchDepositLimitsList.swift","30","20","18","instance method maxLimit(for:)"
"134","AutopaymentCreateConfirmBuilderTests.swift","14","7","10","instance method testCreating()"
"134","ISZStrategyFundCell.swift","23","37","24","(closure)"
"134","BundleCardAssembly.swift","13","7","24","instance method makeModule(with:)"
"134","ApplePayStatusSource.swift","35","35","8","getter items"
"134","StatementStatusItemsProviderTests.swift","28","7","25","instance method testStatementStatusWithDescriptionAndItems()"
"134","ConverterCurrencyConcretizerTests.swift","187","15","20","instance method checkSumSuggestions(snapshot:)"
"134","FormViewOptionSelectionViewController.swift","125","7","25","instance method setupLayout()"
"134","FormViewTestsSelectionManager.swift","27","7","21","instance method selectItem(_:)"
"134","ProductDetailsNSZFactoryTests.swift","64","7","21","instance method testGridActionsAvailable()"
"133","NewCardPresenterTests.swift","183","7","7","instance method testFieldItemShouldChangeText()"
"133","ChooseDebitCardOfficeOnboarding.swift","123","46","7","(closure)"
"133","DisclosureCellWithSheetWidgetTests.swift","20","7","7","instance method testParseFromWidget()"
"132","RecommendedConverterTest.swift","184","7","10","instance method testConverterWithResponseRequisites()"
"132","SecurityCodeButtonProviderTests.swift","29","7","9","instance method testCreateSecurityItem()"
"132","NotesServiceTests.swift","43","7","24","instance method testRequestExecuterNotesSuccess()"
"132","CircleDiagramWidgetServiceTests.swift","27","7","21","instance method testViewModelList_visible()"
"132","RestScreen+WidgetMapper.swift","81","7","24","instance method mapToFormItems(widget:)"
"131","HistoryListStoryRedesignedPresenter.swift","97","7","3","instance method createServicesSection()"
"131","CreateAuthenticatorDecodeTests.swift","14","7","9","instance method testDecodeJson()"
"131","ConsentsAndSubscriptionsViewController.swift","169","15","10","instance method createSearchContainer(style:labelOnHide:)"
"131","CurrenciesAndMetalsModule.swift","180","14","25","instance method buyPriceInRUB(forMetal:neededQuantity:)"
"131","CardProtectionActionResolver.swift","32","7","25","instance method resolveAction()"
"131","RiskProfileMultipleAnswerModelTests.swift","163","7","22","instance method testResetAffectsCanSaveValue()"
"131","RiskProfileMonthsAmountsWorker.swift","65","7","24","instance method loadAmounts(completion:)"
"131","GeocodingService.swift","25","52","5","(closure)"
"131","PaymentStatusAnalyticsMock.swift","17","28","5","getter sendEventCalled"
"131","RatesUseCaseTests.swift","54","7","20","instance method testFiltersRatesWithoutProcessingRates()"
"131","WelfareCellWidgetFabricTests.swift","61","7","24","instance method testServiceWithWidget()"
"131","WorkflowHistoryViewModel.swift","19","25","24","getter logotype"
"131","String+ExtensionTests.swift","16","7","7","instance method testSubstringCorrectIndex()"
"131","DiscountRateCalculatorWorker.swift","184","15","17","instance method getTitleAndValueFrom(_:)"
"130","Debt.swift","144","9","22","initializer init(map:)"
"130","Widget.DataProvider.swift","94","7","24","instance method prepareViewModels(withModels:)"
"130","INVMOProduct+CoreDataClass.swift","272","7","24","instance method stringWithInvestmentsDateFormatWithLocale(locale:date:)"
"130","WelfareChipsSelectFormCell.swift","50","15","24","instance method setupConstraints()"
"130","CardOrderIconMapperTests.swift","16","7","7","instance method testSomeFlags()"
"130","WelfareAttachHeaderFormCell.swift","103","15","24","instance method setupConstraints()"
"130","SimpleProductCard+ScreensFactory.swift","31","8","24","instance method contentViewController(with:)"
"130","GetMessageHistoryPushKitAPITests.swift","16","15","2","(closure)"
"130","ISZBaseViewController.swift","277","7","24","instance method scrollViewDidScroll(_:)"
"130","WorkflowStarterTests.swift","21","10","21","instance method testPurchaseFundProviderCorrectStart()"
"129","InvestmentsReference.swift","180","14","24","instance method investmentsController(withSelectedProduct:)"
"129","ISZWidgetInfoTests.swift","62","7","21","instance method testParseCorrectDataDictDescription()"
"129","EsimFraudMessageScreenFactory.swift","16","21","8","static method screen(with:)"
"129","SelecetedSumOptionProvider.swift","41","7","24","instance method provideSelectedSum(value:)"
"128","CheckboxListService.swift","82","14","8","static method service(with:references:)"
"128","WidgetFieldValidator.swift","40","7","25","instance method validate(string:except:)"
"128","FeatureToggleTests.swift","26","7","25","instance method testNilStore()"
"128","ProductDetailsRouter.swift","132","7","24","instance method navigateToAboutInfo()"
"128","WelfareQuantityService.swift","68","15","24","instance method addActions()"
"127","WelfareAttachDocumentsPresenter.swift","76","42","25","getter warningItems"
"127","ConverterCurrencyConcretizerTests.swift","188","39","20","(closure)"
"127","GoalDetailsAssembly.swift","19","14","18","static method build(_:)"
"127","WelfareAttachHeaderFormItemTests.swift","32","7","25","instance method testInit()"
"127","RatesEndpointTests.swift","42","7","20","instance method testPerformTransitionToCurrenciesWhenCorrectKeyAndAvailable()"
"127","EsimAddPlanResultAlertFactory.swift","64","21","7","static method makeAddPlanAlert(for:topButtonAction:bottomButtonAction:)"
"127","RiskProfileMultipleAnswerModelTests.swift","131","7","22","instance method testReset()"
"126","Error+Extension.swift","33","7","11","instance method sid_errorText()"
"126","WelfareAttachDocumentCell.swift","39","16","25","instance method layoutSubviews()"
"126","ProductDetailsAssembly.swift","21","21","24","static method module(for:selectedProduct:)"
"126","KPPBaseViewController.swift","100","15","24","instance method navBarHeight()"
"126","ISZWidgetInfoTests.swift","18","7","21","instance method testParseCorrectDataStringDescription()"
"125","CircleDiagramWFService.swift","40","43","23","(closure)"
"125","IMADBObjectsManagerTests.swift","207","15","19","instance method check(somoIMASpy:sbfCurrencySpy:expectedRubBalance:)"
"125","SecurityCodeEncryption.swift","24","7","11","instance method encrypt(string:publicKeyString:)"
"125","ISZStrategyFundCell.swift","53","35","24","(closure)"
"125","ContractServiceInfoBuilderTests.swift","55","7","24","instance method testDefaultServiceItems()"
"125","CircleButton.swift","75","7","25","instance method setup()"
"124","UIView+AutolayoutExtensions.swift","120","7","22","instance method fadeTransition(_:action:)"
"124","NewCardItemAccessoryView.swift","43","42","11","(closure)"
"124","ContractViewController.swift","64","15","25","instance method configureView()"
"124","WelfareSheetInfoWidgetService.swift","48","15","25","instance method onInfoItemTapped()"
"124","WelfareRemainWidgetFabricTests.swift","62","7","25","instance method testServiceWithWidget()"
"124","SecurityCodeConfirmationViewController.swift","78","42","11","(closure)"
"124","SBUNavBar+Extensions.swift","15","7","10","instance method setupWith(_:)"
"124","WelfarePromoCodeWidgetFabricTests.swift","160","7","24","instance method testWidgetCorrectnessWithoutValidationError()"
"124","FlashingView.swift","52","23","22","instance method layoutSublayers(of:)"
"124","SumSuggestionsCell.swift","45","55","24","(closure)"
"123","AssemblyFactory+Workflow.swift","12","7","25","instance method selectSheetViewController()"
"123","WelfareKladrServiceTests.swift","74","7","25","instance method testStrategies()"
"123","NszhBottomSheetViewController.swift","94","16","24","instance method viewDidLoad()"
"123","SaleInsuranceEndpointTests.swift","36","7","24","instance method testAvailabilityAlertModel()"
"123","SOWatchLoader.swift","99","3","12","getter mAPISheme"
"123","KPPBaseViewController.swift","38","48","24","(closure)"
"123","HeaderCardView.swift","15","34","23","(closure)"
"123","ISZScreenRouterTests.swift","44","7","22","instance method testISZBuyViewControllerPushIfDataAndController()"
"123","HistoryListActionBarController.swift","113","14","3","instance method collectionView(_:layout:insetForSectionAt:)"
"123","Converter.Container.ViewController.swift","194","29","24","(closure)"
"123","WelfareAttachDocumentsWidgetService.swift","94","40","24","getter attachmentNames"
"123","ISZTestHelpers.swift","102","7","21","instance method productView(with:)"
"123","NszhBottomSheetProviderTests.swift","15","7","21","instance method testBottomSheetProviderProvideElements()"
"123","FeatureToggleTests.swift","47","7","25","instance method testEnabled()"
"122","CommonViewsFactory.swift","75","14","9","static method createSearchView(with:)"
"122","SecurityCodeAssembly.swift","18","7","11","instance method assembleStartService(creationRepository:)"
"122","WelfareSelectWidgetService.swift","46","17","25","(closure)"
"122","WelfareAttachDocumentsWidgetService.swift","52","22","24","getter isCorrect"
"122","BindingSummaryCardInfo.swift","42","39","11","getter semanticImage"
"122","RecommendedConverterTest.swift","104","7","10","instance method testConverterWithResponseRecommendedNotValid()"
"122","ServiceDetailsFetcherTests.swift","128","18","4","instance method mockData()"
"122","Rate+SOMORateTests.swift","86","7","20","instance method compare(swiftRate:objcRate:)"
"122","ProductDetailsInfoItemFactory.swift","67","15","24","instance method createLocaleItems(for:)"
"122","WidgetFieldValidatorTests.swift","121","7","25","instance method testFailValidateWithException()"
"121","ContractPresenter.swift","62","49","24","(closure)"
"121","ServiceDetailsMapperTests.swift","58","18","4","instance method mockDataWithServiceDetails()"
"121","NewCardItemAccessoryView.swift","35","46","11","(closure)"
"121","CreditHolidays.Assembly.swift","88","7","16","instance method makeBottomSheetVC(loans:formItemsOutput:)"
"121","BundleIPPCardEndpoint.swift","36","14","24","instance method performTransition()"
"121","SBFCurrency+prepositional.swift","16","57","6","getter localizedInPrepositionalCase"
"121","BindingSummaryController.swift","92","15","11","instance method setupFormHeaderView()"
"121","DateSelectWidgetTests.swift","42","7","13","instance method testDateSelected()"
"120","ContractServiceInfoBuilderTests.swift","41","7","24","instance method testHeaderItem()"
"120","ISZActionInfoTests.swift","40","7","22","instance method testParseIncorrectData()"
"120","EndpointFactory.swift","28","7","9","instance method endpointClass(for:)"
"120","WelfarePromoCodeWidgetFabric.swift","92","14","25","static method configureFormatter(for:format:formatConfig:)"
"120","WelfareHistorySelectWidgetFabric.swift","140","14","25","static method service(with:references:)"
"120","RestScreen+FormItemFactory+StaticItems.swift","189","7","24","instance method numberedList(for:)"
"120","Converter.CurrenciesConcretizer.swift","93","7","24","instance method paramsToMove(inputModel:computedModel:)"
"120","ISZBaseViewController.swift","83","15","24","instance method setupNavigationBar()"
"120","WelfareKladrProvider.swift","45","27","25","getter viewModelList"
"120","ISZActionInfoTests.swift","57","7","22","instance method testParseEmptyData()"
"120","ATMSearchViewModelTests.swift","43","7","4","instance method testStartState()"
"119","LauncherDecoder+Features.swift","12","54","24","getter launcherModule"
"119","ISZFundViewController.swift","55","15","24","instance method loadData()"
"119","GoalConverter.swift","45","14","18","static method target(from:)"
"119","ISZNetworkService.swift","23","7","24","instance method getISZInfo(_:)"
"119","WelfareKladrHouseTests.swift","110","7","25","instance method testNotInAddress()"
"119","MyDevicesViewController.swift","18","30","9","(closure)"
"119","WelfareAttachDocumentCell.swift","56","7","25","instance method configure(with:isReadOnly:)"
"119","DiscountRateCalculatorWorker.swift","185","50","17","(closure)"
"118","CurrenciesAndMetalsModuleTests.swift","342","7","20","instance method testObjcRateListWhenSnapshotIsNotEmpty()"
"118","CatalogProductItemCell.swift","105","15","24","instance method createShadow(_:)"
"118","WelfareKladrStreetTests.swift","90","7","24","instance method testNotInAddress()"
"118","WelfareKladrServiceTests.swift","94","7","25","instance method testViewModelNotVisible()"
"118","ProductsHeaderNewAnimationStrategyTests.swift","39","7","1","instance method testAddWidgetsWhenNotAnimating()"
"118","ConverterMetalsConcretizerTests.swift","138","7","19","instance method testDefaultSumSuggestions()"
"118","UIStackView+Vertical.swift","14","13","22","class method vertical()"
"118","CatalogProductListFormItemsProvider.swift","44","61","24","(closure)"
"118","AdditionalOptionStrategy.swift","29","7","25","instance method apply()"
"118","WelfareSectionSubheaderWidgetTests.swift","27","7","25","instance method testWidgetType()"
"118","WelfareQuantityFabricTests.swift","19","16","25","instance method setUp()"
"118","CurrenciesAndMetalsModule.swift","358","20","25","instance method showRatesScreen(in:selectedTab:shouldScrollToProcessingRates:gate:)"
"118","RecommendationsService.swift","65","14","22","instance method getRecommendations(completion:)"
"118","ReversePayment.swift","54","7","4","instance method findCategory()"
"118","WelfareKladrStyleTests.swift","77","7","25","instance method testKladrObjectNotInAddress()"
"117","NszhBottomSheetRouterTests.swift","16","7","22","instance method testBottomSheetRouterSetWithProvider()"
"117","TokenManageViewController.swift","42","43","9","(closure)"
"117","RestScreen+FormItemFactory.swift","88","10","23","local function changeDivider(_:)"
"117","ConverterMetalsConcretizerTests.swift","163","15","19","instance method checkSumSuggestions(snapshot:)"
"117","DocumentProvider.swift","133","15","24","instance method isDocumentSizeWithinLimits(url:)"
"117","KPPCardsFormItem.swift","152","14","24","instance method collectionView(_:layout:sizeForItemAt:)"
"117","AutoPaymentDetailPage.swift","34","15","18","instance method checkRequisites(requisites:)"
"117","Converter.CurrenciesConcretizer.swift","137","7","24","instance method sumSuggestions(for:in:)"
"117","IPPSearchableFeatures.swift","43","46","24","getter ippCardFeature"
"116","WelfareHistorySelectWidgetServiceTests.swift","201","7","25","instance method testServiceWithMaxSelectItem()"
"116","VideoCallViewController.Camera.swift","49","7","5","instance method updateCameraInput()"
"116","ContactlessPaymentViewController.swift","75","13","9","instance method sendAnalytics()"
"116","Module.swift","266","44","4","getter featureItems"
"116","TestHelper.swift","19","14","3","static method jsonDictionary(file:)"
"116","RatesRemoteRepository.swift","43","2","25","initializer init(map:)"
"116","LauncherDecoder+Features.swift","73","56","24","getter launcherFeature"
"116","ShowOnMapService.swift","38","24","8","static method service(with:references:)"
"116","WelfarePromoCodeWidgetFabricTests.swift","44","7","24","instance method testServiceWithWidget()"
"116","AutopayNSZHSettingsFactory.swift","43","21","24","static method createPaymentInfo(document:)"
"116","RecommendedOperation.swift","98","9","22","initializer init(map:)"
"116","INVMOProductTests.swift","30","7","21","instance method testDefaultProductName()"
"115","URLRequest+Extensions.swift","13","41","1","getter parameters"
"115","ConfirmViewController.swift","133","21","11","getter query"
"115","WelfareCardHeaderWidgetFabricTests.swift","42","7","25","instance method testServiceWithWidgetTitleOnly()"
"115","VideoCallViewController.Camera.swift","50","22","5","(closure)"
"115","FeaturesAvailabilityFacadeTests.swift","210","7","14","instance method check(provider:for:)"
"115","Converter.ScreenItemsStrategy.swift","331","7","25","instance method updateBanner(params:in:)"
"115","InvestmentsImageLoader.swift","41","7","24","instance method requestImage(onComplete:)"
"115","NotesServiceTests.swift","20","16","24","instance method setUp()"
"115","WelfareKladrFabricTests.swift","63","7","24","instance method testInputFieldItemMake()"
"115","ConverterScreenItemsStrategyTests.swift","102","44","20","(closure)"
"115","ChooseDebitCardOfficeOnboarding.swift","93","40","7","(closure)"
"114","INVMOProduct+CoreDataClass.swift","153","46","24","instance method actionModelByActionType(type:)"
"114","Converter.Factory.swift","14","48","24","(closure)"
"114","WelfareFundSelectDataSource.swift","131","15","24","instance method buildFormItems(screenTitle:existingFundsSubtitle:existingFunds:availableFundsSubtitle:availableFunds:)"
"114","WelfareLoaderWidgetFabric.swift","21","14","24","static method service(with:references:delegate:settings:)"
"114","RestScreen+FormItemFactory+StaticItems+Tests.swift","127","7","21","instance method testProfitabilityTable()"
"114","WelfareStepWidgetFabricTests.swift","161","7","25","instance method testServiceWithWidget()"
"114","RiskProfileMonthsAmountsService.swift","31","7","24","instance method loadMonthsAmounts(requestModel:completion:)"
"114","Receiver.swift","51","9","22","initializer init(map:)"
"114","KPPCalculatorBuilderTests.swift","20","7","21","instance method testBuildFormItems()"
"114","CreditHolidaysCoordinatorTests.swift","54","7","14","instance method testLoadLoanList()"
"114","SOWatchLoader.swift","308","32","12","(closure)"
"114","CurrenciesSorter.swift","123","37","24","(closure)"
"114","LoanMainProcessUrlViewController.swift","36","15","17","instance method presentSafariVC()"
"113","ButtonsContainer.swift","76","26","24","instance method set(selected:animated:)"
"113","ChooseDebitCardOnboardingViewController.swift","123","46","6","(closure)"
"113","ContractActionFormView.swift","50","15","24","instance method setupView()"
"113","SpinnerViewController.swift","14","16","24","instance method loadView()"
"113","XMLMock.swift","12","14","10","static method dataFromXmlFile(named:)"
"113","AutoPaymentDetailPage.swift","35","63","18","(closure)"
"113","WelfareKladrFabricTests.swift","21","16","24","instance method setUp()"
"112","LauncherDecoderMock.swift","33","7","25","instance method isEnabled(_:)"
"112","FormViewGradientHeaderController.swift","302","7","18","instance method updateBorderViews(animated:)"
"112","NewCardIconHelper.swift","33","14","11","static method icon(from:)"
"112","WelfareAttachDocumentsWidgetPresenterTests.swift","94","7","24","instance method testSelectAttachmentUploading()"
"112","WelfareQuantityFabric.swift","88","14","24","static method service(with:references:)"
"112","LauncherDecoder.swift","34","7","11","instance method check(moduleName:moduleVersion:featureName:featureVersion:)"
"112","RiskProfileMonthsAmountsAdapterTests.swift","43","35","21","(closure)"
"112","IMADBObjectsManagerTests.swift","181","15","19","instance method checkHasChangesAndSaveCalls(stubbedHasChanges:)"
"112","WelfareAlertYearWidgetService.swift","118","15","24","instance method updateRealtyAgeTitle()"
"112","ConverterMetalsConcretizerTests.swift","164","36","19","(closure)"
"112","WelfareQuantityFabric.swift","65","3","24","initializer init(sheetTitle:sheetDescription:completeButtonText:totalCount:minCount:separator:suffixVisible:)"
"112","SplashScreenView.swift","54","15","2","instance method setupConstraints()"
"112","WelfareOptionSwitchValueFormCell.swift","42","15","25","instance method setupConstraints()"
"112","ConverterMetalsConcretizerTests.swift","139","26","19","(closure)"
"112","RiskProfileProfileSuccessWidgetServiceTests.swift","15","7","21","instance method testRiskProfileProfileSuccessWidgetType()"
"112","LaucherDecoderTests.swift","176","7","13","instance method checkAllFeatureAvailabilityCases(for:)"
"112","Rates.ViewController.swift","17","44","24","(closure)"
"112","SOMOPayToken+PayTokenProtocol.swift","78","35","8","getter paySystemType"
"111","HistoryOperationFormItemModel.swift","14","2","25","initializer init(viewModel:)"
"111","SimpleProductCard+ViewController.swift","20","46","24","(closure)"
"111","CatalogProductItemCell.swift","46","15","24","instance method setupView()"
"111","BindingWorkflowProviderFactory.swift","46","7","11","instance method getSystemAttributes(_:)"
"111","UIImage+Color.swift","17","7","9","instance method recolorizeImage(color:)"
"111","WelfareAlertYearWidgetService.swift","134","32","24","(closure)"
"111","ISZBaseViewController.swift","109","15","24","instance method navBarHeight()"
"111","RiskProfileMultipleAnswerItemTests.swift","81","7","21","instance method testSwitchingSelection()"
"111","ConversionAlgorithmSelector.swift","117","7","25","instance method paramsForClientWillGet(inputCurrency:computedCurrency:inputValue:)"
"111","BaseFieldConverterTests.swift","59","10","4","instance method testThatEachFieldConvertsToEribFieldTypeCorrectly()"
"110","RatesCurrencyContentStrategyTests.swift","308","7","20","instance method expectedResultWithoutProcessingRates(converterFeatureEnabled:openBannerEnabled:)"
"110","ProductsHeaderUpdateStrategyTests.swift","30","7","1","instance method testAddWidgets()"
"110","ContractGridButtonsBuilderTests.swift","41","7","25","instance method testGridButtons()"
"110","IszDataChain.swift","27","23","23","instance method main()"
"110","WelfareTappableTextCell.swift","33","15","23","instance method createConstraints()"
"110","Widget.ViewModelFactory.swift","19","7","24","instance method makeViewModel(ratesFactory:featureAvailabilityFacade:queue:)"
"110","WelfareChipsSelectWidgetFabricTests.swift","76","7","24","instance method testServiceWithWidget()"
"110","RestScreen+FormItemFactory+ActiveItems.swift","76","9","24","(closure)"
"110","CalculateInsuranceWorker.swift","108","15","16","instance method isInsuranceTermCorrect(term:insurance:)"
"110","WelfareAdditionalSummSelectWidgetService.swift","111","23","25","(closure)"
"110","AuthenticationNetworkAssembly.swift","17","21","11","static method assemble()"
"110","VOIPServiceMock.swift","41","7","2","instance method callDuration(_:)"
"110","BundleCardEndpointTests.swift","18","19","22","instance method setUpWithError()"
"110","CardProtectionView.swift","60","15","25","instance method setupUI()"
"110","WelfareQuantityService.swift","69","31","24","(closure)"
"110","RiskProfileChatSearchableFeaturesTests.swift","28","7","21","instance method runItemsSuccessTest(_:)"
"109","ButtonsContainer.swift","119","13","24","instance method handleButtonTap(_:)"
"109","NewCardPresenter.swift","148","7","12","instance method fieldItem(_:shouldChangeTextIn:replacementText:)"
"109","PDFImageDrawer.swift","22","30","18","(closure)"
"109","ExecuteAutoSubscriptionClaim.swift","132","9","22","initializer init(map:)"
"109","WorkflowScreenFactory.swift","23","7","3","instance method screenInstance(for:)"
"109","StringInitable.swift","31","9","11","initializer init(value:)"
"109","CurrenciesAndMetalsModule.swift","386","38","25","getter objcRateList"
"109","BaseFieldConverter.swift","190","12","11","instance method integer(from:)"
"109","BindingOnboardingPresenterTests.swift","22","16","9","instance method setUp()"
"108","FeatureToggleFacade.swift","103","7","4","instance method check(for:)"
"108","NszhBottomSheetViewController.swift","116","15","24","instance method setupConstraints()"
"108","SecurityCodeSettingsViewController.swift","119","15","11","instance method setupUI()"
"108","WelfareTappableTextFormItemTests.swift","30","7","21","instance method testCorrectlyDataAssign()"
"108","InternalPaymentUseCaseMock.swift","18","34","4","getter requestSectionsCalled"
"107","CreditHolidays.Assembly.swift","20","7","16","instance method makeCoordinator(completion:)"
"107","PhoneQrModel.swift","37","14","3","instance method formItems()"
"107","InputFieldItemAmountValidatorTests.swift","15","7","21","instance method testInputFieldItemAmountValidatorValidate()"
"107","WelfareSheetInfoWidgetFabric.swift","20","14","25","static method service(with:references:delegate:settings:)"
"106","PaymentStatusStringsAssembly.swift","49","7","7","instance method returnButtonTitle()"
"106","HistoryStatementFormView.swift","73","15","24","instance method setupView()"
"106","HistoryStatementStatusViewController.swift","77","15","24","instance method setupConstraints()"
"106","WelfareAttachHeaderFormCell.swift","146","7","24","instance method setFormItem(_:context:)"
"106","ContractNotesPresenterTests.swift","98","7","25","instance method testDidLoadWithFailureInteractorCompletion()"
"106","InvestmentsDeeplinkService.swift","16","80","24","(closure)"
"106","RestScreen+FormItemFactory+StaticItems.swift","16","7","24","instance method headerItem(for:)"
"105","XmlMockLoader.swift","13","21","11","static method dataFromXmlFile(named:bundle:)"
"105","SecurityCodeSettingsFromItemsProvider.swift","59","7","11","instance method createFormItems(channelsInfo:notification:)"
"105","KPPBaseViewController.swift","272","7","24","instance method scrollViewDidScroll(_:)"
"105","UniversalOmniConsentDetails.swift","34","14","10","instance method openController(for:)"
"105","KPPActionsCardCell.swift","92","15","24","instance method setupConstraints()"
"105","ISZAttributedTextCell.swift","23","30","23","getter height"
"105","WelfareCardHeaderWidgetFabricTests.swift","163","7","25","instance method testStrategiesWithoutVisibilityAttribute()"
"105","KPPCombinedCardBuilder.swift","163","7","23","instance method getItemsForSocialStageGet(for:)"
"105","WelfareAdditionalSummWidgetServiceTests.swift","37","7","25","instance method testDefaultSelectedValue()"
"104","WelfareTotalWidgetFabric.swift","20","14","24","static method service(with:references:)"
"104","RestScreen+DefaultIconsMap.swift","67","44","24","getter subscript(_:)"
"104","WelfareAlertYearWidgetServiceTests.swift","23","16","25","instance method setUp()"
"104","CalculateInsuranceStrategy.swift","39","7","17","instance method apply()"
"104","RiskProfileMonthsAmountsWorkerTests.swift","36","7","21","instance method testThatWorkerLoadsIncomesAndExpenses()"
"104","SecurityCodeInteractor.swift","60","7","11","instance method startAuthentication(scope:completion:)"
"104","HistoryListStoryRedesignedPresenter.swift","61","14","3","instance method visibleSectionChanged(at:)"
"104","RestScreen+FormItemFactory.swift","61","8","23","instance method finePrint(for:)"
"103","EndpointConfigurationFactory.swift","53","15","24","instance method endpoint(forType:)"
"103","Rates.Container.ViewController.swift","102","7","24","instance method setup()"
"103","XMLParser.swift","268","7","15","instance method amountString()"
"103","WelfareAttachHeaderFormItemTests.swift","80","7","25","instance method testFormItemReceiveCellClass()"
"103","CurrenciesAndMetalsModuleTests.swift","17","16","20","instance method setUp()"
"103","SearchNavBarWidgetServiceTests.swift","23","10","7","instance method testServiceWithCorrectProperty()"
"103","ChooseDebitCardOnboardingViewController.swift","93","40","6","(closure)"
"103","ContractPresenter.swift","90","7","24","instance method contractChanged(to:)"
"103","EnableMobileBankOnboardingViewController.swift","123","46","6","(closure)"
"103","NewCardPresenter.swift","51","17","12","(closure)"
"103","StaticConfigDecoderTests.swift","35","15","3","instance method makeOldConfig()"
"103","CurrenciesAndMetalsModule.swift","24","18","25","initializer init()"
"103","ISZBuyBuilder.swift","146","15","24","instance method getAdvantagesSection()"
"103","WelfareFundSelectViewController.swift","171","7","24","instance method formViewDidScroll(_:)"
"103","WelfarePromoCodeWidgetFabricTests.swift","129","7","24","instance method testServiceMessageHandler()"
"102","MagicHistoryMock.swift","77","7","25","instance method historyListViewController()"
"102","CardProtectionPresenter.swift","38","15","24","instance method routeAction(action:)"
"102","SimpleProductCard+ViewController.swift","43","3","24","initializer init(viewModel:view:)"
"102","WelfareFatDividerWidgetTests.swift","60","7","25","instance method testStrategiesWithoutVisibilityAttribute()"
"102","WelfareCardHeaderWidgetFabricTests.swift","146","7","25","instance method testStrategiesWithVisibilityAttribute()"
"102","HistoryStatementsServiceTests.swift","21","16","24","instance method setUp()"
"102","ISZBuyViewController.swift","87","15","24","instance method loadData()"
"102","WebQrModel.swift","38","14","3","instance method formItems()"
"102","LandingViewPresenter.swift","290","15","8","instance method paySystemFeaturesTitle(from:)"
"102","PaymentStatusHeaderDataSourceMock.swift","25","36","4","getter didReceiveActionsCalled"
"102","WelfareCardHeaderWidgetFabric.swift","20","14","24","static method service(with:references:delegate:settings:)"
"102","SelectOptionStrategyTests.swift","27","7","24","instance method testSelectOptionApply()"
"102","CreditHolidaysCoordinatorTests.swift","114","7","14","instance method testShowBottomVC()"
"102","RiskProfileStateTracker.swift","23","14","24","instance method completeWorkflow()"
"102","SecurityCodeSettingsViewController.swift","52","49","11","(closure)"
"102","INVMOProduct+CoreDataClass.swift","409","44","24","getter businessProduct"
"101","SBFModuleResourcesMock.swift","13","7","25","instance method imageNamed(_:)"
"101","WelfareKladrCity.swift","81","2","25","initializer init(dictionary:)"
"101","CatalogMocks.swift","48","41","4","getter categories"
"101","WelfareTappableTextServiceTests.swift","15","7","22","instance method testWidgetreturningCorrectsModels()"
"101","WelfareTotalWidgetFabricTests.swift","209","7","24","instance method testServiceApplySumStrategy()"
"101","WelfareAlertYearWidgetService.swift","146","45","24","getter preSelectedItem"
"101","INVMOProduct+CoreDataClass.swift","354","34","24","instance method nationalSumm()"
"101","AutoOperationUniteConverterTests.swift","61","7","10","instance method testConverterWithAutoSubscription()"
"101","SecurityCodeStartService.swift","102","15","11","instance method showSettings()"
"101","CreateAutopaymentFieldsFactory.swift","13","14","22","instance method fields(from:)"
"101","WelfareAttachDocumentCell.swift","91","37","25","(closure)"
"101","WidgetWideViewMapperTest.swift","114","7","20","instance method checkSectionText(buyAndSaleTexts:operations:for:)"
"101","NszhSearchableFeatures.swift","34","30","24","getter items"
"101","HeaderCardView.swift","64","15","23","instance method activateConstraint()"
"100","WelfareSectionSubheaderWidgetTests.swift","63","7","25","instance method testStrategiesWithoutVisibilityAttribute()"
"100","ErrorModelTests.swift","14","7","9","instance method testError()"
"100","WidgetWideViewMapperTest.swift","40","7","20","instance method testMakeItem()"
"100","WelfareKladrProviderTests.swift","93","7","24","instance method testIsCorrect()"
"100","AdapterChain.swift","46","23","22","instance method main()"
"100","HistoryListStoryPresenterTests.swift","26","7","1","instance method testShowStoriesOperationStatementsEnabled()"
"100","PreloaderView+Lottie.swift","15","14","9","static method lottieAnimationView()"
"100","WKFEntitiesMock.swift","67","38","8","getter fieldType"
"100","WidgetSpy.swift","34","7","25","instance method getReferencesByKey(_:)"
